cnt,t1,hum,wind_speed,weather_code,is_holiday,is_weekend,season,hour
3573,16.0,53.5,14.0,1,0,0,0,17
3533,14.5,59.0,18.0,1,0,0,0,18
2251,12.5,69.5,16.0,1,0,0,0,19
1215,11.0,77.0,12.0,1,0,0,0,20
777,10.5,79.5,11.0,1,0,0,0,21
645,10.5,79.5,8.0,1,0,0,0,22
434,10.0,82.0,6.0,1,0,0,0,23
120,9.0,87.0,5.0,1,0,0,0,0
30,8.5,90.0,7.0,1,0,0,0,1
73,8.0,90.0,6.0,1,0,0,0,2
64,8.0,90.0,5.0,1,0,0,0,3
57,8.0,90.0,6.0,1,0,0,0,4
86,6.5,93.0,7.5,1,0,0,0,5
505,7.0,93.0,8.0,1,0,0,0,6
1703,7.5,90.0,11.0,1,0,0,0,7
3473,8.5,90.0,11.0,1,0,0,0,8
1926,10.5,79.5,15.0,1,0,0,0,9
1174,13.0,72.0,15.0,1,0,0,0,10
1239,14.5,67.5,15.0,1,0,0,0,11
1528,16.0,59.5,18.0,1,0,0,0,12
1602,17.0,59.5,14.0,1,0,0,0,13
1596,18.0,52.0,17.0,1,0,0,0,14
1914,19.5,47.5,13.0,1,0,0,0,15
2311,20.5,33.0,17.0,1,0,0,0,16
3751,20.0,39.0,16.0,1,0,0,0,17
3325,18.5,41.5,16.0,1,0,0,0,18
2059,17.5,47.5,16.0,1,0,0,0,19
1308,15.5,49.5,12.0,1,0,0,0,20
863,14.5,53.0,7.5,1,0,0,0,21
727,14.0,55.0,9.5,1,0,0,0,22
618,13.0,63.0,18.5,1,0,0,0,23
549,12.0,69.5,14.0,1,0,1,0,0
396,12.0,72.0,11.0,1,0,1,0,1
255,11.5,79.5,13.0,4,0,1,0,2
165,11.0,82.0,15.0,3,0,1,0,3
129,11.0,82.0,19.0,3,0,1,0,4
82,11.0,82.0,19.5,3,0,1,0,5
109,11.0,79.5,19.5,2,0,1,0,6
220,12.0,69.5,25.0,2,0,1,0,7
433,12.0,69.5,26.0,2,0,1,0,8
557,11.5,77.0,26.0,7,0,1,0,9
560,10.0,82.0,20.0,7,0,1,0,10
1074,11.0,74.5,25.0,2,0,1,0,11
1729,12.0,58.0,30.0,2,0,1,0,12
2165,13.0,44.0,29.0,3,0,1,0,13
2461,12.5,39.5,30.0,1,0,1,0,14
2713,13.5,37.0,26.0,1,0,1,0,15
2483,14.0,33.0,23.0,1,0,1,0,16
2410,13.5,32.0,23.0,1,0,1,0,17
2281,13.0,36.0,22.0,1,0,1,0,18
1703,12.0,39.5,26.0,1,0,1,0,19
938,10.5,37.5,22.0,1,0,1,0,20
600,10.0,43.5,22.0,1,0,1,0,21
548,10.0,45.0,19.5,1,0,1,0,22
553,9.0,50.0,15.0,1,0,1,0,23
505,8.5,53.5,10.0,1,0,1,0,0
406,8.0,57.0,10.0,1,0,1,0,1
271,7.5,59.0,9.0,1,0,1,0,2
221,7.0,61.0,7.0,1,0,1,0,3
105,7.0,61.0,7.0,1,0,1,0,4
85,7.0,66.0,6.5,1,0,1,0,5
82,6.5,84.0,12.0,1,0,1,0,6
143,7.5,81.5,11.0,1,0,1,0,7
330,8.5,79.0,15.0,1,0,1,0,8
768,10.5,66.5,23.5,1,0,1,0,9
1306,12.5,47.5,30.5,1,0,1,0,10
2058,14.0,42.5,31.5,1,0,1,0,11
2726,15.0,45.0,29.0,1,0,1,0,12
3095,16.0,39.0,29.5,1,0,1,0,13
3152,17.5,36.5,31.0,1,0,1,0,14
3241,18.0,38.5,32.0,1,0,1,0,15
2987,17.5,44.0,32.5,1,0,1,0,16
2472,16.5,50.5,29.5,1,0,1,0,17
1870,15.5,57.0,30.0,2,0,1,0,18
1310,15.0,59.0,29.0,2,0,1,0,19
793,15.0,63.0,20.0,2,0,1,0,20
540,14.0,67.0,19.5,3,0,1,0,21
440,9.5,73.5,18.0,3,0,1,0,22
298,9.0,76.0,12.0,4,0,1,0,23
234,9.0,71.0,11.0,4,0,0,0,0
94,9.0,71.0,7.5,4,0,0,0,1
40,8.5,76.5,5.0,4,0,0,0,2
35,8.5,72.0,5.5,4,0,0,0,3
42,8.0,68.5,6.0,4,0,0,0,4
103,8.0,71.0,6.0,4,0,0,0,5
563,8.0,76.0,6.5,3,0,0,0,6
1948,8.0,76.0,8.0,3,0,0,0,7
3752,9.0,71.0,7.0,3,0,0,0,8
1799,9.5,69.0,7.0,3,0,0,0,9
797,11.0,69.5,6.5,3,0,0,0,10
813,12.5,69.5,7.5,3,0,0,0,11
990,13.0,67.0,15.0,4,0,0,0,12
1095,14.0,63.0,14.0,3,0,0,0,13
1013,14.5,63.0,13.0,4,0,0,0,14
1172,16.0,59.0,10.0,2,0,0,0,15
1676,16.0,57.0,9.0,3,0,0,0,16
3600,16.5,55.5,13.0,2,0,0,0,17
3567,16.0,59.0,15.0,2,0,0,0,18
2076,15.0,65.5,14.0,2,0,0,0,19
1174,13.5,69.5,15.0,1,0,0,0,20
690,12.5,74.5,12.0,1,0,0,0,21
483,11.5,79.5,12.0,1,0,0,0,22
292,11.0,77.0,8.0,1,0,0,0,23
150,11.0,77.0,11.0,1,0,0,0,0
87,10.0,82.0,13.0,1,0,0,0,1
53,10.0,79.0,12.0,1,0,0,0,2
27,10.0,79.0,10.0,1,0,0,0,3
39,10.0,76.0,11.0,1,0,0,0,4
96,9.5,79.0,12.0,1,0,0,0,5
685,9.5,79.0,15.0,1,0,0,0,6
2321,10.0,76.0,16.0,1,0,0,0,7
4196,11.5,69.5,19.5,1,0,0,0,8
2038,13.5,63.0,19.0,1,0,0,0,9
990,15.5,61.0,19.5,1,0,0,0,10
1049,18.0,54.0,21.5,1,0,0,0,11
1464,20.5,46.0,27.0,1,0,0,0,12
1596,21.5,42.0,26.0,1,0,0,0,13
1511,22.5,39.5,24.0,1,0,0,0,14
1665,22.5,37.0,28.0,1,0,0,0,15
2360,22.0,38.0,26.0,1,0,0,0,16
4144,22.0,42.5,21.0,1,0,0,0,17
4062,21.5,45.0,19.5,1,0,0,0,18
2569,20.0,49.0,19.0,1,0,0,0,19
1399,18.0,56.0,14.0,1,0,0,0,20
904,16.5,61.0,10.0,1,0,0,0,21
701,15.5,63.0,9.0,1,0,0,0,22
413,14.5,65.0,9.0,1,0,0,0,23
210,14.0,65.0,12.0,1,0,0,0,0
128,14.0,63.0,12.0,1,0,0,0,1
81,13.0,67.0,12.0,1,0,0,0,2
57,12.5,69.5,9.0,1,0,0,0,3
49,12.0,72.0,7.0,1,0,0,0,4
113,11.5,72.0,7.0,1,0,0,0,5
655,12.5,67.5,7.0,1,0,0,0,6
2393,13.5,65.0,5.5,1,0,0,0,7
4246,15.5,59.0,7.0,1,0,0,0,8
2200,18.5,50.5,12.0,1,0,0,0,9
1132,19.5,47.5,12.0,1,0,0,0,10
1146,21.5,40.5,14.0,1,0,0,0,11
1624,23.5,32.0,17.0,1,0,0,0,12
1722,23.5,33.5,17.0,1,0,0,0,13
1733,23.0,33.0,18.0,1,0,0,0,14
1888,24.0,29.5,20.5,1,0,0,0,15
2455,25.0,29.0,18.5,1,0,0,0,16
4446,23.5,29.0,19.5,1,0,0,0,17
4492,22.5,32.5,18.0,1,0,0,0,18
2814,21.5,33.0,16.0,1,0,0,0,19
1606,19.0,47.5,15.0,1,0,0,0,20
1039,14.5,59.0,21.5,1,0,0,0,21
773,12.0,72.0,21.5,1,0,0,0,22
468,11.0,77.0,18.5,1,0,0,0,23
235,11.0,77.0,18.5,1,0,0,0,0
159,10.5,79.5,16.0,1,0,0,0,1
73,10.0,82.0,15.0,1,0,0,0,2
46,10.0,82.0,13.0,1,0,0,0,3
39,9.0,87.0,12.0,1,0,0,0,4
103,9.0,87.0,11.0,1,0,0,0,5
683,9.0,87.0,11.0,2,0,0,0,6
2265,9.5,84.5,16.0,1,0,0,0,7
4211,11.0,77.0,19.0,2,0,0,0,8
2111,11.5,74.5,19.5,2,0,0,0,9
1122,13.5,63.0,20.5,1,0,0,0,10
1037,14.0,59.0,23.0,1,0,0,0,11
1265,15.0,53.0,27.0,1,0,0,0,12
1385,15.5,49.5,26.0,1,0,0,0,13
1353,15.5,48.0,26.0,1,0,0,0,14
1455,15.0,51.5,27.0,1,0,0,0,15
1995,14.0,49.5,25.0,1,0,0,0,16
3334,13.0,47.0,23.0,1,0,0,0,17
3012,12.0,52.5,19.5,1,0,0,0,18
1904,11.0,56.0,20.0,2,0,0,0,19
1036,11.0,60.0,20.5,1,0,0,0,20
690,10.5,64.5,19.5,1,0,0,0,21
581,10.0,69.0,23.0,1,0,0,0,22
395,10.0,67.0,20.0,1,0,0,0,23
241,10.0,67.0,23.0,1,0,0,0,0
105,10.0,67.0,20.0,7,0,0,0,1
61,9.0,76.0,20.5,7,0,0,0,2
56,9.0,73.5,19.0,7,0,0,0,3
31,9.0,71.0,20.0,1,0,0,0,4
97,9.0,73.5,18.0,1,0,0,0,5
551,9.0,73.5,18.5,1,0,0,0,6
2032,9.0,73.5,20.5,1,0,0,0,7
3868,9.5,76.5,26.0,2,0,0,0,8
1970,11.5,60.5,27.0,2,0,0,0,9
1087,12.0,52.5,30.5,2,0,0,0,10
1078,12.0,51.0,30.5,2,0,0,0,11
1423,13.0,45.5,29.5,1,0,0,0,12
1521,13.0,45.5,28.0,2,0,0,0,13
1377,13.0,42.5,30.5,1,0,0,0,14
1536,13.0,45.5,29.0,1,0,0,0,15
2067,13.0,49.0,27.0,1,0,0,0,16
3418,12.0,58.0,26.0,1,0,0,0,17
2761,11.0,69.5,24.0,2,0,0,0,18
1712,10.5,69.0,22.0,1,0,0,0,19
1020,10.0,69.0,19.5,2,0,0,0,20
708,9.5,73.5,20.0,2,0,0,0,21
594,9.0,71.0,19.0,2,0,0,0,22
482,8.0,73.5,19.5,3,0,0,0,23
332,8.0,71.0,21.0,3,0,1,0,0
267,7.0,73.5,22.0,4,0,1,0,1
193,7.0,73.5,18.0,3,0,1,0,2
153,7.0,76.0,15.0,3,0,1,0,3
97,6.5,78.5,14.0,3,0,1,0,4
74,5.5,84.0,11.0,2,0,1,0,5
97,5.5,87.0,6.5,3,0,1,0,6
261,7.0,81.0,13.0,2,0,1,0,7
514,8.5,76.0,22.0,2,0,1,0,8
917,9.5,71.0,27.0,2,0,1,0,9
1342,11.0,62.0,28.0,2,0,1,0,10
1944,12.0,58.0,29.0,2,0,1,0,11
2430,12.5,54.5,30.5,2,0,1,0,12
2843,13.0,51.0,30.5,2,0,1,0,13
2873,13.0,45.5,34.0,1,0,1,0,14
3099,13.0,47.5,31.5,2,0,1,0,15
2955,13.0,41.0,31.0,1,0,1,0,16
2759,13.0,44.0,28.0,1,0,1,0,17
2034,12.0,44.0,30.5,1,0,1,0,18
1617,11.5,50.5,26.0,1,0,1,0,19
1175,11.0,52.0,22.0,1,0,1,0,20
579,9.5,62.0,19.5,1,0,1,0,21
550,8.5,68.5,16.0,1,0,1,0,22
490,7.0,81.0,16.0,3,0,1,0,23
377,7.0,81.0,11.0,4,0,1,0,0
295,6.0,81.0,12.0,4,0,1,0,1
222,5.5,84.0,9.0,4,0,1,0,2
185,5.0,81.0,11.0,4,0,1,0,3
79,5.0,81.0,15.0,4,0,1,0,4
57,5.0,78.5,8.0,4,0,1,0,5
84,5.5,76.0,10.0,3,0,1,0,6
153,6.0,71.0,10.0,3,0,1,0,7
339,7.5,64.0,11.0,3,0,1,0,8
678,8.0,64.0,16.0,4,0,1,0,9
1158,9.0,58.0,16.0,4,0,1,0,10
1468,9.0,58.0,13.0,4,0,1,0,11
1633,10.0,54.0,12.0,3,0,1,0,12
1874,10.0,56.0,14.0,3,0,1,0,13
1773,10.0,60.0,15.0,3,0,1,0,14
1701,10.0,62.0,11.0,3,0,1,0,15
1623,11.0,62.0,7.5,3,0,1,0,16
1590,11.0,62.0,11.0,2,0,1,0,17
1487,12.0,58.0,11.0,2,0,1,0,18
1194,11.0,62.0,11.0,2,0,1,0,19
701,11.0,62.0,11.0,2,0,1,0,20
463,10.0,67.0,10.0,2,0,1,0,21
377,9.0,71.5,13.0,3,0,1,0,22
225,8.5,73.5,10.0,1,0,1,0,23
139,8.0,79.0,10.0,1,0,0,0,0
108,7.5,81.5,6.5,1,0,0,0,1
43,7.0,84.0,6.5,1,0,0,0,2
28,6.0,87.0,5.0,1,0,0,0,3
38,6.0,87.0,6.5,1,0,0,0,4
101,5.0,93.0,7.5,1,0,0,0,5
603,5.0,87.0,5.0,1,0,0,0,6
2106,6.5,78.5,6.5,1,0,0,0,7
4220,8.5,76.0,8.0,1,0,0,0,8
2098,11.5,67.0,8.0,1,0,0,0,9
972,13.5,57.0,16.0,1,0,0,0,10
989,15.5,49.5,19.5,1,0,0,0,11
1288,16.5,45.0,23.0,1,0,0,0,12
1364,17.0,40.5,23.0,1,0,0,0,13
1335,17.0,39.0,23.0,1,0,0,0,14
1480,17.0,39.0,22.0,1,0,0,0,15
2123,17.0,42.0,22.0,1,0,0,0,16
4080,16.0,42.0,23.0,1,0,0,0,17
3904,14.5,46.5,24.0,1,0,0,0,18
2273,12.5,52.5,21.0,1,0,0,0,19
1275,11.0,60.0,14.0,1,0,0,0,20
736,10.0,66.5,12.0,1,0,0,0,21
492,8.5,73.5,13.0,1,0,0,0,22
262,8.5,73.5,7.5,1,0,0,0,23
120,8.5,68.5,7.5,1,0,0,0,0
72,8.0,71.0,6.5,1,0,0,0,1
47,7.0,71.0,6.0,1,0,0,0,2
29,6.0,76.0,6.0,1,0,0,0,3
47,6.0,76.0,5.5,1,0,0,0,4
113,5.5,78.5,5.0,1,0,0,0,5
706,6.0,76.0,5.0,1,0,0,0,6
2531,7.5,71.0,8.0,1,0,0,0,7
4628,9.5,66.5,9.0,1,0,0,0,8
2286,12.5,56.5,13.0,1,0,0,0,9
1144,13.5,51.0,13.0,1,0,0,0,10
1062,15.5,45.0,12.0,1,0,0,0,11
1415,16.0,40.5,13.0,1,0,0,0,12
1527,16.5,36.5,17.0,1,0,0,0,13
1402,17.0,39.0,18.0,1,0,0,0,14
1597,17.0,39.0,19.0,1,0,0,0,15
2190,16.5,50.5,22.0,1,0,0,0,16
4148,15.5,53.5,19.5,1,0,0,0,17
4143,13.5,61.0,20.0,1,0,0,0,18
2449,12.5,65.0,18.0,1,0,0,0,19
1359,12.0,65.0,17.0,1,0,0,0,20
910,11.0,72.0,17.0,1,0,0,0,21
620,10.0,76.0,15.0,1,0,0,0,22
363,10.0,73.5,14.0,1,0,0,0,23
168,9.5,69.0,13.0,1,0,0,0,0
77,9.0,71.0,10.0,1,0,0,0,1
43,8.0,76.0,9.0,1,0,0,0,2
23,7.5,78.5,6.5,1,0,0,0,3
33,6.5,84.0,6.0,1,0,0,0,4
116,6.0,87.0,6.5,1,0,0,0,5
725,6.0,87.0,7.0,1,0,0,0,6
2512,7.5,84.5,11.0,1,0,0,0,7
4443,8.5,76.5,14.0,1,0,0,0,8
2275,11.0,62.0,18.5,1,0,0,0,9
1218,12.5,63.0,23.0,2,0,0,0,10
1093,13.0,63.0,26.0,2,0,0,0,11
1428,13.0,67.0,27.0,3,0,0,0,12
1388,13.5,67.0,27.0,3,0,0,0,13
1257,13.5,69.5,24.0,3,0,0,0,14
1215,14.0,63.0,29.0,3,0,0,0,15
1805,14.0,59.0,27.0,3,0,0,0,16
3619,14.0,57.0,23.0,3,0,0,0,17
3754,13.0,59.0,21.0,2,0,0,0,18
2087,12.0,63.0,18.5,1,0,0,0,19
1302,10.5,74.0,15.0,1,0,0,0,20
804,9.5,79.0,12.0,1,0,0,0,21
593,8.5,90.0,13.0,2,0,0,0,22
403,9.0,90.5,17.5,3,0,0,0,23
175,9.0,87.0,17.0,3,0,0,0,0
113,9.0,87.0,17.0,4,0,0,0,1
77,9.0,82.0,15.0,4,0,0,0,2
41,9.0,79.0,14.0,4,0,0,0,3
38,8.5,79.0,18.0,4,0,0,0,4
110,8.0,79.0,15.0,4,0,0,0,5
666,8.0,76.0,14.0,3,0,0,0,6
2218,8.0,76.0,11.0,3,0,0,0,7
4267,9.0,71.0,11.0,3,0,0,0,8
2119,9.0,73.5,10.0,3,0,0,0,9
994,9.5,69.0,10.0,3,0,0,0,10
986,10.5,69.0,12.0,3,0,0,0,11
1336,11.5,62.5,13.0,2,0,0,0,12
1397,13.0,59.0,8.0,1,0,0,0,13
1350,14.0,55.0,8.0,1,0,0,0,14
1542,14.5,53.0,11.0,1,0,0,0,15
2105,15.0,53.0,12.0,1,0,0,0,16
3755,14.5,57.0,15.0,1,0,0,0,17
3680,13.5,61.0,19.0,1,0,0,0,18
2300,11.5,69.5,17.0,1,0,0,0,19
1402,10.5,74.0,16.0,1,0,0,0,20
927,9.0,82.0,13.0,1,0,0,0,21
686,8.0,84.5,11.0,1,0,0,0,22
489,8.0,82.0,10.0,1,0,0,0,23
288,8.0,84.5,6.5,1,0,0,0,0
153,8.0,87.0,5.5,1,0,0,0,1
88,8.0,87.0,0.0,1,0,0,0,2
57,8.0,87.0,6.0,1,0,0,0,3
54,8.0,87.0,6.0,1,0,0,0,4
106,8.0,87.0,6.0,1,0,0,0,5
604,8.0,87.0,7.0,1,0,0,0,6
2175,9.5,79.0,9.0,1,0,0,0,7
4069,10.5,74.0,9.0,1,0,0,0,8
2265,12.5,63.0,10.0,1,0,0,0,9
1191,15.0,51.0,15.0,1,0,0,0,10
1145,16.5,46.5,17.0,1,0,0,0,11
1579,17.5,45.5,18.0,1,0,0,0,12
1539,18.0,52.0,18.5,1,0,0,0,13
1425,18.0,56.0,25.0,2,0,0,0,14
1598,17.0,56.0,22.0,2,0,0,0,15
2203,18.0,52.0,22.0,2,0,0,0,16
3558,17.0,56.0,20.5,2,0,0,0,17
2992,16.5,57.5,21.0,2,0,0,0,18
1806,16.0,59.0,22.0,1,0,0,0,19
1219,14.5,65.0,18.0,1,0,0,0,20
746,14.0,72.0,20.0,1,0,0,0,21
684,13.0,77.0,19.0,2,0,0,0,22
558,13.0,79.5,17.0,4,0,0,0,23
489,13.0,82.0,19.0,7,0,1,0,0
241,13.0,82.0,18.5,7,0,1,0,1
164,12.5,85.0,17.0,7,0,1,0,2
186,12.0,91.0,16.0,7,0,1,0,3
120,12.0,88.0,15.0,7,0,1,0,4
106,12.0,88.0,16.0,7,0,1,0,5
184,12.0,88.0,17.0,3,0,1,0,6
200,12.0,88.0,14.0,3,0,1,0,7
234,12.0,91.0,16.0,7,0,1,0,8
669,12.5,88.0,20.5,3,0,1,0,9
1141,13.0,88.0,15.0,3,0,1,0,10
1555,15.0,72.5,21.0,3,0,1,0,11
1986,16.0,63.0,23.0,3,0,1,0,12
2081,17.0,56.0,26.0,3,0,1,0,13
2242,17.5,52.0,20.5,3,0,1,0,14
2505,18.5,47.5,23.0,3,0,1,0,15
2710,17.5,52.0,23.0,2,0,1,0,16
2567,17.5,50.5,24.0,2,0,1,0,17
2075,16.5,59.5,23.0,2,0,1,0,18
1502,15.0,68.0,19.0,1,0,1,0,19
804,14.0,77.0,15.0,7,0,1,0,20
485,13.5,79.5,15.0,7,0,1,0,21
452,13.0,82.0,12.0,7,0,1,0,22
496,12.5,85.0,13.0,4,0,1,0,23
461,12.0,88.0,12.0,4,0,1,0,0
378,12.0,88.0,10.0,4,0,1,0,1
139,12.0,88.0,11.0,7,0,1,0,2
92,10.0,94.0,12.0,26,0,1,0,3
52,10.0,94.0,8.0,7,0,1,0,4
76,9.5,91.0,12.0,7,0,1,0,5
71,9.0,94.0,13.0,7,0,1,0,6
160,8.5,90.0,12.0,7,0,1,0,7
279,8.0,93.0,13.0,7,0,1,0,8
619,8.0,93.0,12.0,7,0,1,0,9
1044,8.0,90.0,13.0,3,0,1,0,10
1442,9.0,87.0,11.0,3,0,1,0,11
1537,9.0,84.5,14.0,3,0,1,0,12
1739,9.5,79.0,13.0,3,0,1,0,13
1803,10.0,76.0,14.0,3,0,1,0,14
1708,10.0,71.0,14.0,3,0,1,0,15
1673,10.0,71.0,14.0,3,0,1,0,16
1567,11.0,69.5,11.0,3,0,1,0,17
1488,10.5,74.0,12.0,3,0,1,0,18
1121,10.5,69.0,11.0,2,0,1,0,19
782,10.0,71.0,8.0,1,0,1,0,20
473,9.0,76.0,7.0,1,0,1,0,21
427,8.0,84.5,8.5,1,0,1,0,22
296,8.0,84.5,3.0,1,0,1,0,23
199,7.5,87.0,5.0,2,0,0,0,0
84,8.0,74.0,8.5,3,0,0,0,1
56,6.5,66.0,8.0,1,0,0,0,2
26,6.0,71.0,7.0,1,0,0,0,3
42,5.5,68.0,7.0,1,0,0,0,4
95,5.0,70.0,7.5,2,0,0,0,5
657,4.5,72.5,5.0,1,0,0,0,6
2145,5.5,70.5,6.5,1,0,0,0,7
4437,7.0,68.5,10.0,1,0,0,0,8
2117,8.5,64.0,10.0,2,0,0,0,9
1082,10.0,54.0,6.0,3,0,0,0,10
1084,11.0,48.5,8.0,2,0,0,0,11
1244,11.0,45.5,7.0,3,0,0,0,12
1271,12.5,41.0,5.0,1,0,0,0,13
1135,12.0,42.5,5.5,1,0,0,0,14
1222,12.0,39.5,5.0,1,0,0,0,15
1749,12.0,38.0,5.0,1,0,0,0,16
3645,12.5,37.0,10.0,1,0,0,0,17
3687,12.5,35.5,14.0,1,0,0,0,18
2050,12.0,38.0,17.5,1,0,0,0,19
1074,12.0,38.0,22.0,1,0,0,0,20
722,11.0,47.0,25.0,1,0,0,0,21
384,9.5,56.0,23.0,1,0,0,0,22
282,8.5,62.0,24.0,2,0,0,0,23
133,8.0,66.0,21.0,1,0,0,0,0
82,7.0,71.0,23.0,1,0,0,0,1
31,7.0,71.0,23.0,1,0,0,0,2
28,6.5,73.5,18.0,1,0,0,0,3
35,6.0,76.0,19.5,1,0,0,0,4
109,5.0,81.0,19.5,1,0,0,0,5
729,5.5,78.5,20.5,1,0,0,0,6
2416,6.5,71.0,19.5,2,0,0,0,7
4453,8.0,59.5,28.0,2,0,0,0,8
2139,9.0,52.0,26.0,1,0,0,0,9
1073,10.5,40.5,24.0,2,0,0,0,10
1010,11.0,36.5,28.0,1,0,0,0,11
1303,12.5,32.0,27.0,1,0,0,0,12
1324,12.5,29.0,29.0,1,0,0,0,13
1253,13.5,29.0,28.0,1,0,0,0,14
1241,13.0,32.0,28.0,1,0,0,0,15
1924,14.0,29.0,26.0,1,0,0,0,16
3794,13.5,28.5,29.0,1,0,0,0,17
3741,12.5,38.5,25.0,1,0,0,0,18
2056,12.0,51.0,21.0,1,0,0,0,19
1241,11.0,54.0,20.0,1,0,0,0,20
726,10.0,58.0,19.0,1,0,0,0,21
580,9.5,60.0,16.0,1,0,0,0,22
362,9.0,66.0,15.0,1,0,0,0,23
168,8.5,68.5,14.0,1,0,0,0,0
94,8.0,71.0,14.0,1,0,0,0,1
50,8.0,73.5,17.0,2,0,0,0,2
32,8.0,71.0,18.0,1,0,0,0,3
38,8.0,71.0,16.0,1,0,0,0,4
101,8.0,76.0,16.0,2,0,0,0,5
621,8.0,79.0,14.0,7,0,0,0,6
2288,9.0,76.0,19.5,2,0,0,0,7
4069,10.0,71.0,22.0,7,0,0,0,8
1278,10.5,74.5,24.0,7,0,0,0,9
855,11.0,77.0,24.0,7,0,0,0,10
256,10.5,80.0,29.5,7,0,0,0,11
515,10.0,82.0,24.0,7,0,0,0,12
543,9.5,84.5,20.5,7,0,0,0,13
699,10.0,82.0,15.0,7,0,0,0,14
1007,11.0,77.0,17.0,2,0,0,0,15
1553,13.0,59.0,20.0,2,0,0,0,16
3330,13.0,51.0,22.0,2,0,0,0,17
3408,12.5,54.5,21.0,1,0,0,0,18
2101,12.0,60.5,19.0,2,0,0,0,19
1204,11.0,64.5,15.0,2,0,0,0,20
782,9.0,71.0,15.0,1,0,0,0,21
623,9.0,71.0,14.0,1,0,0,0,22
415,9.0,66.0,17.0,1,0,0,0,23
201,8.5,64.0,17.0,1,0,0,0,0
100,8.0,66.0,18.0,1,0,0,0,1
65,7.5,68.5,18.0,1,0,0,0,2
38,7.0,73.5,18.0,1,0,0,0,3
46,7.0,73.5,16.0,1,0,0,0,4
105,6.5,76.0,15.0,1,0,0,0,5
731,7.0,76.0,15.0,1,0,0,0,6
2273,8.5,71.0,19.5,1,0,0,0,7
4283,9.5,66.5,22.0,2,0,0,0,8
2197,11.5,60.0,22.5,2,0,0,0,9
1126,12.5,52.5,26.0,2,0,0,0,10
982,12.5,51.0,25.0,2,0,0,0,11
1405,14.0,43.0,23.0,2,0,0,0,12
1301,15.5,36.0,24.0,1,0,0,0,13
1330,14.0,39.0,22.5,1,0,0,0,14
1389,14.5,37.5,19.5,1,0,0,0,15
1864,14.0,42.5,22.5,1,0,0,0,16
3341,14.5,39.0,20.5,1,0,0,0,17
3438,13.0,49.0,16.0,1,0,0,0,18
2095,12.0,52.5,14.0,2,0,0,0,19
1261,11.5,56.0,9.0,1,0,0,0,20
883,11.0,58.0,8.0,1,0,0,0,21
673,9.5,66.5,12.0,1,0,0,0,22
494,8.5,68.5,16.0,1,0,0,0,23
143,7.5,73.5,14.0,1,0,0,0,0
61,7.0,78.5,11.0,3,0,0,0,1
26,7.0,78.5,9.0,2,0,0,0,2
15,7.0,76.0,7.0,1,0,0,0,3
30,6.5,78.5,9.0,1,0,0,0,4
82,7.0,76.0,10.0,1,0,0,0,5
530,7.0,76.0,10.0,1,0,0,0,6
1863,7.0,76.0,17.0,1,0,0,0,7
3791,8.0,68.5,22.0,2,0,0,0,8
2033,9.0,64.0,27.0,2,0,0,0,9
1124,10.0,60.0,25.0,2,0,0,0,10
1183,10.5,56.0,24.0,2,0,0,0,11
1564,11.0,50.0,24.0,2,0,0,0,12
1558,11.5,48.5,26.0,2,0,0,0,13
1515,12.0,47.0,22.0,2,0,0,0,14
1571,12.0,50.5,24.0,2,0,0,0,15
2199,11.5,56.0,25.0,2,0,0,0,16
3326,11.5,56.0,24.0,2,0,0,0,17
2721,10.0,58.0,24.0,2,0,0,0,18
1624,10.0,58.0,24.0,2,0,0,0,19
941,9.0,62.0,21.0,1,0,0,0,20
636,9.0,62.0,19.0,1,0,0,0,21
574,9.0,64.0,18.0,1,0,0,0,22
469,8.0,68.5,17.0,1,0,0,0,23
426,7.5,71.0,12.0,1,0,1,0,0
302,7.0,76.0,9.0,1,0,1,0,1
204,7.0,73.5,12.0,1,0,1,0,2
150,6.5,76.0,11.0,1,0,1,0,3
91,7.0,76.0,12.0,1,0,1,0,4
89,7.0,78.5,14.0,1,0,1,0,5
117,7.0,78.5,15.0,1,0,1,0,6
215,7.5,78.5,16.0,3,0,1,0,7
443,8.0,79.0,19.0,3,0,1,0,8
825,9.5,73.5,18.5,2,0,1,0,9
1185,10.5,74.0,27.0,3,0,1,0,10
1471,11.0,72.0,27.0,2,0,1,0,11
1838,12.0,67.0,28.0,2,0,1,0,12
2030,13.5,61.0,28.0,1,0,1,0,13
2092,13.0,63.0,29.0,2,0,1,0,14
2175,12.5,65.0,30.0,3,0,1,0,15
2004,12.0,67.0,29.0,4,0,1,0,16
1863,11.5,72.0,25.0,4,0,1,0,17
1551,11.0,77.0,27.0,4,0,1,0,18
1122,11.0,77.0,25.0,4,0,1,0,19
847,11.0,77.0,27.0,4,0,1,0,20
594,11.0,77.0,23.0,3,0,1,0,21
325,10.0,88.0,22.0,7,0,1,0,22
272,10.0,91.0,20.0,7,0,1,0,23
318,10.5,94.0,17.5,7,0,1,0,0
330,11.0,94.0,15.0,3,0,1,0,1
274,11.0,94.0,17.0,7,0,1,0,2
171,11.5,94.0,17.0,7,0,1,0,3
56,12.0,94.0,16.0,7,0,1,0,4
63,12.0,94.0,15.0,7,0,1,0,5
193,12.0,94.0,18.0,7,0,1,0,6
138,12.5,97.0,14.0,7,0,1,0,7
216,13.5,94.0,13.0,7,0,1,0,8
289,14.5,91.0,15.0,7,0,1,0,9
